Country,State,State lgd code,Year,Gender,Age group,Type of area,Labour Force Participation Rate (LFPR)_avg,Labour Force Participation Rate (LFPR)_max,Labour Force Participation Rate (LFPR)_min,Labour Force Participation Rate (LFPR)_sum,Labour Force Participation Rate (LFPR)_count,Labour Force Participation Rate (LFPR)_stddev,Labour Force Participation Rate (LFPR)_LandAreaWeight,Labour Force Participation Rate (LFPR)_TotalPopulationWeight,Labour Force Participation Rate (LFPR)_NumberOfHouseholdsWeight,Labour Force Participation Rate (LFPR)_TotalPopulationMaleWeight,Labour Force Participation Rate (LFPR)_TotalPopulationFemaleWeight
India,Chandigarh,4,"Agriculture Year (Jul - Jun), 2018",person,All Ages,rural + urban,40.6,40.6,40.6,40.6,1,,40.6,40.6,40.6,40.6,40.6
India,Chandigarh,4,"Agriculture Year (Jul - Jun), 2018",person,All Ages,urban,40.6,40.6,40.6,40.6,1,,40.6,40.6,40.6,40.6,40.6
India,Chandigarh,4,"Agriculture Year (Jul - Jun), 2019",female,15-29,rural,36.3,36.3,36.3,36.3,1,,,36.3,,,
India,Chandigarh,4,"Agriculture Year (Jul - Jun), 2019",female,15-29,rural + urban,15.7,15.7,15.7,15.7,1,,,15.7,,,
India,Chandigarh,4,"Agriculture Year (Jul - Jun), 2019",female,15-29,urban,15.2,15.2,15.2,15.2,1,,,15.2,,,
India,Chandigarh,4,"Agriculture Year (Jul - Jun), 2019",female,15-59,rural,35.1,35.1,35.1,35.1,1,,,35.1,,,
India,Chandigarh,4,"Agriculture Year (Jul - Jun), 2019",female,15-59,rural + urban,23.3,23.3,23.3,23.3,1,,,23.3,,,
India,Chandigarh,4,"Agriculture Year (Jul - Jun), 2019",female,15-59,urban,22.8,22.8,22.8,22.8,1,,,22.8,,,
India,Chandigarh,4,"Agriculture Year (Jul - Jun), 2019",female,15 years and above,rural,33.4,33.4,33.4,33.4,1,,,33.4,,,
India,Chandigarh,4,"Agriculture Year (Jul - Jun), 2019",female,15 years and above,rural + urban,20.4,20.4,20.4,20.4,1,,,20.4,,,
India,Chandigarh,4,"Agriculture Year (Jul - Jun), 2019",female,15 years and above,urban,20.0,20.0,20.0,20.0,1,,,20.0,,,
India,Chandigarh,4,"Agriculture Year (Jul - Jun), 2019",female,All Ages,rural,21.4,21.4,21.4,21.4,1,,,21.4,,,
India,Chandigarh,4,"Agriculture Year (Jul - Jun), 2019",female,All Ages,rural + urban,15.8,15.8,15.8,15.8,1,,,15.8,,,
India,Chandigarh,4,"Agriculture Year (Jul - Jun), 2019",female,All Ages,urban,15.5,15.5,15.5,15.5,1,,,15.5,,,
India,Chandigarh,4,"Agriculture Year (Jul - Jun), 2019",male,15-29,rural,56.2,56.2,56.2,56.2,1,,,56.2,,,
India,Chandigarh,4,"Agriculture Year (Jul - Jun), 2019",male,15-29,rural + urban,59.5,59.5,59.5,59.5,1,,,59.5,,,
India,Chandigarh,4,"Agriculture Year (Jul - Jun), 2019",male,15-29,urban,59.6,59.6,59.6,59.6,1,,,59.6,,,
India,Chandigarh,4,"Agriculture Year (Jul - Jun), 2019",male,15-59,rural,88.7,88.7,88.7,88.7,1,,,88.7,,,
India,Chandigarh,4,"Agriculture Year (Jul - Jun), 2019",male,15-59,rural + urban,83.0,83.0,83.0,83.0,1,,,83.0,,,
India,Chandigarh,4,"Agriculture Year (Jul - Jun), 2019",male,15-59,urban,82.7,82.7,82.7,82.7,1,,,82.7,,,
India,Chandigarh,4,"Agriculture Year (Jul - Jun), 2019",male,15 years and above,rural,87.6,87.6,87.6,87.6,1,,,87.6,,,
India,Chandigarh,4,"Agriculture Year (Jul - Jun), 2019",male,15 years and above,rural + urban,77.3,77.3,77.3,77.3,1,,,77.3,,,
India,Chandigarh,4,"Agriculture Year (Jul - Jun), 2019",male,15 years and above,urban,76.7,76.7,76.7,76.7,1,,,76.7,,,
India,Chandigarh,4,"Agriculture Year (Jul - Jun), 2019",male,All Ages,rural,59.0,59.0,59.0,59.0,1,,,59.0,,,
India,Chandigarh,4,"Agriculture Year (Jul - Jun), 2019",male,All Ages,rural + urban,56.7,56.7,56.7,56.7,1,,,56.7,,,
India,Chandigarh,4,"Agriculture Year (Jul - Jun), 2019",male,All Ages,urban,56.6,56.6,56.6,56.6,1,,,56.6,,,
India,Chandigarh,4,"Agriculture Year (Jul - Jun), 2019",person,15-29,rural,48.6,48.6,48.6,48.6,1,,48.6,48.6,48.6,48.6,48.6
India,Chandigarh,4,"Agriculture Year (Jul - Jun), 2019",person,15-29,rural + urban,35.5,35.5,35.5,35.5,1,,35.5,35.5,35.5,35.5,35.5
India,Chandigarh,4,"Agriculture Year (Jul - Jun), 2019",person,15-29,urban,35.1,35.1,35.1,35.1,1,,35.1,35.1,35.1,35.1,35.1
India,Chandigarh,4,"Agriculture Year (Jul - Jun), 2019",person,15-59,rural,67.8,67.8,67.8,67.8,1,,67.8,67.8,67.8,67.8,67.8
India,Chandigarh,4,"Agriculture Year (Jul - Jun), 2019",person,15-59,rural + urban,53.3,53.3,53.3,53.3,1,,53.3,53.3,53.3,53.3,53.3
India,Chandigarh,4,"Agriculture Year (Jul - Jun), 2019",person,15-59,urban,52.6,52.6,52.6,52.6,1,,52.6,52.6,52.6,52.6,52.6
India,Chandigarh,4,"Agriculture Year (Jul - Jun), 2019",person,15 years and above,rural,66.2,66.2,66.2,66.2,1,,66.2,66.2,66.2,66.2,66.2
India,Chandigarh,4,"Agriculture Year (Jul - Jun), 2020",male,15-29,rural + urban,46.7,46.7,46.7,46.7,1,,,46.7,,,
India,Chandigarh,4,"Agriculture Year (Jul - Jun), 2019",person,15 years and above,rural + urban,48.5,48.5,48.5,48.5,1,,48.5,48.5,48.5,48.5,48.5
India,Chandigarh,4,"Agriculture Year (Jul - Jun), 2019",person,15 years and above,urban,47.8,47.8,47.8,47.8,1,,47.8,47.8,47.8,47.8,47.8
India,Chandigarh,4,"Agriculture Year (Jul - Jun), 2019",person,All Ages,rural,43.5,43.5,43.5,43.5,1,,43.5,43.5,43.5,43.5,43.5
India,Chandigarh,4,"Agriculture Year (Jul - Jun), 2019",person,All Ages,rural + urban,36.5,36.5,36.5,36.5,1,,36.5,36.5,36.5,36.5,36.5
India,Chandigarh,4,"Agriculture Year (Jul - Jun), 2019",person,All Ages,urban,36.2,36.2,36.2,36.2,1,,36.2,36.2,36.2,36.2,36.2
India,Chandigarh,4,"Agriculture Year (Jul - Jun), 2020",female,15-29,rural,7.1,7.1,7.1,7.1,1,,,7.1,,,
India,Chandigarh,4,"Agriculture Year (Jul - Jun), 2020",female,15-29,rural + urban,19.2,19.2,19.2,19.2,1,,,19.2,,,
India,Chandigarh,4,"Agriculture Year (Jul - Jun), 2020",female,15-29,urban,19.8,19.8,19.8,19.8,1,,,19.8,,,
India,Chandigarh,4,"Agriculture Year (Jul - Jun), 2020",female,15-59,rural,19.0,19.0,19.0,19.0,1,,,19.0,,,
India,Chandigarh,4,"Agriculture Year (Jul - Jun), 2020",female,15-59,rural + urban,27.8,27.8,27.8,27.8,1,,,27.8,,,
India,Chandigarh,4,"Agriculture Year (Jul - Jun), 2020",female,15-59,urban,28.1,28.1,28.1,28.1,1,,,28.1,,,
India,Chandigarh,4,"Agriculture Year (Jul - Jun), 2020",female,15 years and above,rural,17.7,17.7,17.7,17.7,1,,,17.7,,,
India,Chandigarh,4,"Agriculture Year (Jul - Jun), 2020",female,15 years and above,rural + urban,24.1,24.1,24.1,24.1,1,,,24.1,,,
India,Chandigarh,4,"Agriculture Year (Jul - Jun), 2020",female,15 years and above,urban,24.4,24.4,24.4,24.4,1,,,24.4,,,
India,Chandigarh,4,"Agriculture Year (Jul - Jun), 2020",female,All Ages,rural,12.6,12.6,12.6,12.6,1,,,12.6,,,
India,Chandigarh,4,"Agriculture Year (Jul - Jun), 2020",female,All Ages,rural + urban,19.5,19.5,19.5,19.5,1,,,19.5,,,
India,Chandigarh,4,"Agriculture Year (Jul - Jun), 2020",female,All Ages,urban,19.8,19.8,19.8,19.8,1,,,19.8,,,
India,Chandigarh,4,"Agriculture Year (Jul - Jun), 2020",male,15-29,rural,72.1,72.1,72.1,72.1,1,,,72.1,,,
India,Chandigarh,4,"Agriculture Year (Jul - Jun), 2020",male,15-29,urban,45.8,45.8,45.8,45.8,1,,,45.8,,,
India,Chandigarh,4,"Agriculture Year (Jul - Jun), 2020",male,15-59,rural,90.4,90.4,90.4,90.4,1,,,90.4,,,
India,Chandigarh,4,"Agriculture Year (Jul - Jun), 2020",male,15-59,rural + urban,76.6,76.6,76.6,76.6,1,,,76.6,,,
India,Chandigarh,4,"Agriculture Year (Jul - Jun), 2020",male,15-59,urban,76.0,76.0,76.0,76.0,1,,,76.0,,,
India,Chandigarh,4,"Agriculture Year (Jul - Jun), 2020",male,15 years and above,rural,84.4,84.4,84.4,84.4,1,,,84.4,,,
India,Chandigarh,4,"Agriculture Year (Jul - Jun), 2020",male,15 years and above,rural + urban,68.7,68.7,68.7,68.7,1,,,68.7,,,
India,Chandigarh,4,"Agriculture Year (Jul - Jun), 2020",male,15 years and above,urban,68.1,68.1,68.1,68.1,1,,,68.1,,,
India,Chandigarh,4,"Agriculture Year (Jul - Jun), 2020",male,All Ages,rural,51.8,51.8,51.8,51.8,1,,,51.8,,,
India,Chandigarh,4,"Agriculture Year (Jul - Jun), 2020",male,All Ages,rural + urban,54.6,54.6,54.6,54.6,1,,,54.6,,,
India,Chandigarh,4,"Agriculture Year (Jul - Jun), 2020",male,All Ages,urban,54.8,54.8,54.8,54.8,1,,,54.8,,,
India,Chandigarh,4,"Agriculture Year (Jul - Jun), 2020",person,15-29,rural,33.6,33.6,33.6,33.6,1,,33.6,33.6,33.6,33.6,33.6
India,Chandigarh,4,"Agriculture Year (Jul - Jun), 2020",person,15-29,rural + urban,33.2,33.2,33.2,33.2,1,,33.2,33.2,33.2,33.2,33.2
India,Chandigarh,4,"Agriculture Year (Jul - Jun), 2020",person,15-29,urban,33.2,33.2,33.2,33.2,1,,33.2,33.2,33.2,33.2,33.2
India,Chandigarh,4,"Agriculture Year (Jul - Jun), 2020",person,15-59,rural,53.8,53.8,53.8,53.8,1,,53.8,53.8,53.8,53.8,53.8
India,Chandigarh,4,"Agriculture Year (Jul - Jun), 2020",person,15-59,rural + urban,52.1,52.1,52.1,52.1,1,,52.1,52.1,52.1,52.1,52.1
India,Chandigarh,4,"Agriculture Year (Jul - Jun), 2020",person,15-59,urban,52.0,52.0,52.0,52.0,1,,52.0,52.0,52.0,52.0,52.0
India,Chandigarh,4,"Agriculture Year (Jul - Jun), 2020",person,15 years and above,rural,50.2,50.2,50.2,50.2,1,,50.2,50.2,50.2,50.2,50.2
India,Chandigarh,4,"Agriculture Year (Jul - Jun), 2020",person,15 years and above,rural + urban,46.4,46.4,46.4,46.4,1,,46.4,46.4,46.4,46.4,46.4
India,Chandigarh,4,"Agriculture Year (Jul - Jun), 2020",person,15 years and above,urban,46.3,46.3,46.3,46.3,1,,46.3,46.3,46.3,46.3,46.3
India,Chandigarh,4,"Agriculture Year (Jul - Jun), 2020",person,All Ages,rural,33.2,33.2,33.2,33.2,1,,33.2,33.2,33.2,33.2,33.2
India,Chandigarh,4,"Agriculture Year (Jul - Jun), 2020",person,All Ages,rural + urban,37.3,37.3,37.3,37.3,1,,37.3,37.3,37.3,37.3,37.3
India,Chandigarh,4,"Agriculture Year (Jul - Jun), 2020",person,All Ages,urban,37.4,37.4,37.4,37.4,1,,37.4,37.4,37.4,37.4,37.4
India,Chandigarh,4,"Agriculture Year (Jul - Jun), 2021",female,15-29,rural,21.7,21.7,21.7,21.7,1,,,21.7,,,
India,Chandigarh,4,"Agriculture Year (Jul - Jun), 2021",female,15-29,rural + urban,15.2,15.2,15.2,15.2,1,,,15.2,,,
India,Chandigarh,4,"Agriculture Year (Jul - Jun), 2021",female,15-29,urban,14.8,14.8,14.8,14.8,1,,,14.8,,,
India,Chandigarh,4,"Agriculture Year (Jul - Jun), 2021",female,15-59,rural,17.0,17.0,17.0,17.0,1,,,17.0,,,
India,Chandigarh,4,"Agriculture Year (Jul - Jun), 2021",female,15-59,rural + urban,18.9,18.9,18.9,18.9,1,,,18.9,,,
India,Chandigarh,4,"Agriculture Year (Jul - Jun), 2021",female,15-59,urban,19.0,19.0,19.0,19.0,1,,,19.0,,,
India,Chandigarh,4,"Agriculture Year (Jul - Jun), 2021",female,15 years and above,rural,15.6,15.6,15.6,15.6,1,,,15.6,,,
India,Chandigarh,4,"Agriculture Year (Jul - Jun), 2021",female,15 years and above,rural + urban,16.8,16.8,16.8,16.8,1,,,16.8,,,
India,Chandigarh,4,"Agriculture Year (Jul - Jun), 2021",female,15 years and above,urban,16.8,16.8,16.8,16.8,1,,,16.8,,,
India,Chandigarh,4,"Agriculture Year (Jul - Jun), 2021",female,All Ages,rural,11.1,11.1,11.1,11.1,1,,,11.1,,,
India,Chandigarh,4,"Agriculture Year (Jul - Jun), 2021",female,All Ages,rural + urban,13.5,13.5,13.5,13.5,1,,,13.5,,,
India,Chandigarh,4,"Agriculture Year (Jul - Jun), 2021",female,All Ages,urban,13.7,13.7,13.7,13.7,1,,,13.7,,,
India,Chandigarh,4,"Agriculture Year (Jul - Jun), 2021",male,15-29,rural,64.1,64.1,64.1,64.1,1,,,64.1,,,
India,Chandigarh,4,"Agriculture Year (Jul - Jun), 2021",male,15-29,rural + urban,52.0,52.0,52.0,52.0,1,,,52.0,,,
India,Chandigarh,4,"Agriculture Year (Jul - Jun), 2021",male,15-29,urban,51.4,51.4,51.4,51.4,1,,,51.4,,,
India,Chandigarh,4,"Agriculture Year (Jul - Jun), 2021",male,15-59,rural,81.2,81.2,81.2,81.2,1,,,81.2,,,
India,Chandigarh,4,"Agriculture Year (Jul - Jun), 2021",male,15-59,rural + urban,76.3,76.3,76.3,76.3,1,,,76.3,,,
India,Chandigarh,4,"Agriculture Year (Jul - Jun), 2021",male,15-59,urban,76.1,76.1,76.1,76.1,1,,,76.1,,,
India,Chandigarh,4,"Agriculture Year (Jul - Jun), 2021",male,15 years and above,rural,75.8,75.8,75.8,75.8,1,,,75.8,,,
India,Chandigarh,4,"Agriculture Year (Jul - Jun), 2021",male,15 years and above,rural + urban,70.4,70.4,70.4,70.4,1,,,70.4,,,
India,Chandigarh,4,"Agriculture Year (Jul - Jun), 2021",male,15 years and above,urban,70.2,70.2,70.2,70.2,1,,,70.2,,,
India,Chandigarh,4,"Agriculture Year (Jul - Jun), 2021",male,All Ages,rural,55.9,55.9,55.9,55.9,1,,,55.9,,,
India,Chandigarh,4,"Agriculture Year (Jul - Jun), 2021",male,All Ages,rural + urban,54.8,54.8,54.8,54.8,1,,,54.8,,,
India,Chandigarh,4,"Agriculture Year (Jul - Jun), 2021",male,All Ages,urban,54.7,54.7,54.7,54.7,1,,,54.7,,,
India,Chandigarh,4,"Agriculture Year (Jul - Jun), 2021",person,15-29,rural,45.0,45.0,45.0,45.0,1,,45.0,45.0,45.0,45.0,45.0
India,Chandigarh,4,"Agriculture Year (Jul - Jun), 2021",person,15-29,rural + urban,35.5,35.5,35.5,35.5,1,,35.5,35.5,35.5,35.5,35.5
India,Chandigarh,4,"Agriculture Year (Jul - Jun), 2021",person,15-29,urban,34.9,34.9,34.9,34.9,1,,34.9,34.9,34.9,34.9,34.9
India,Chandigarh,4,"Agriculture Year (Jul - Jun), 2021",person,15-59,rural,50.3,50.3,50.3,50.3,1,,50.3,50.3,50.3,50.3,50.3
India,Chandigarh,4,"Agriculture Year (Jul - Jun), 2021",person,15-59,rural + urban,49.2,49.2,49.2,49.2,1,,49.2,49.2,49.2,49.2,49.2
India,Chandigarh,4,"Agriculture Year (Jul - Jun), 2021",person,15-59,urban,49.1,49.1,49.1,49.1,1,,49.1,49.1,49.1,49.1,49.1
India,Chandigarh,4,"Agriculture Year (Jul - Jun), 2021",person,15 years and above,rural,47.4,47.4,47.4,47.4,1,,47.4,47.4,47.4,47.4,47.4
India,Chandigarh,4,"Agriculture Year (Jul - Jun), 2022",male,15-29,rural + urban,54.4,54.4,54.4,54.4,1,,,54.4,,,
India,Chandigarh,4,"Agriculture Year (Jul - Jun), 2021",person,15 years and above,rural + urban,45.1,45.1,45.1,45.1,1,,45.1,45.1,45.1,45.1,45.1
India,Chandigarh,4,"Agriculture Year (Jul - Jun), 2021",person,15 years and above,urban,44.9,44.9,44.9,44.9,1,,44.9,44.9,44.9,44.9,44.9
India,Chandigarh,4,"Agriculture Year (Jul - Jun), 2021",person,All Ages,rural,34.4,34.4,34.4,34.4,1,,34.4,34.4,34.4,34.4,34.4
India,Chandigarh,4,"Agriculture Year (Jul - Jun), 2021",person,All Ages,rural + urban,35.5,35.5,35.5,35.5,1,,35.5,35.5,35.5,35.5,35.5
India,Chandigarh,4,"Agriculture Year (Jul - Jun), 2021",person,All Ages,urban,35.5,35.5,35.5,35.5,1,,35.5,35.5,35.5,35.5,35.5
India,Chandigarh,4,"Agriculture Year (Jul - Jun), 2022",female,15-29,rural,32.5,32.5,32.5,32.5,1,,,32.5,,,
India,Chandigarh,4,"Agriculture Year (Jul - Jun), 2022",female,15-29,rural + urban,20.4,20.4,20.4,20.4,1,,,20.4,,,
India,Chandigarh,4,"Agriculture Year (Jul - Jun), 2022",female,15-29,urban,19.3,19.3,19.3,19.3,1,,,19.3,,,
India,Chandigarh,4,"Agriculture Year (Jul - Jun), 2022",female,15-59,rural,30.1,30.1,30.1,30.1,1,,,30.1,,,
India,Chandigarh,4,"Agriculture Year (Jul - Jun), 2022",female,15-59,rural + urban,24.9,24.9,24.9,24.9,1,,,24.9,,,
India,Chandigarh,4,"Agriculture Year (Jul - Jun), 2022",female,15-59,urban,24.6,24.6,24.6,24.6,1,,,24.6,,,
India,Chandigarh,4,"Agriculture Year (Jul - Jun), 2022",female,15 years and above,rural,29.3,29.3,29.3,29.3,1,,,29.3,,,
India,Chandigarh,4,"Agriculture Year (Jul - Jun), 2022",female,15 years and above,rural + urban,21.4,21.4,21.4,21.4,1,,,21.4,,,
India,Chandigarh,4,"Agriculture Year (Jul - Jun), 2022",female,15 years and above,urban,21.0,21.0,21.0,21.0,1,,,21.0,,,
India,Chandigarh,4,"Agriculture Year (Jul - Jun), 2022",female,All Ages,rural,21.9,21.9,21.9,21.9,1,,,21.9,,,
India,Chandigarh,4,"Agriculture Year (Jul - Jun), 2022",female,All Ages,rural + urban,17.3,17.3,17.3,17.3,1,,,17.3,,,
India,Chandigarh,4,"Agriculture Year (Jul - Jun), 2022",female,All Ages,urban,17.1,17.1,17.1,17.1,1,,,17.1,,,
India,Chandigarh,4,"Agriculture Year (Jul - Jun), 2022",male,15-29,rural,79.9,79.9,79.9,79.9,1,,,79.9,,,
India,Chandigarh,4,"Agriculture Year (Jul - Jun), 2022",male,15-29,urban,52.6,52.6,52.6,52.6,1,,,52.6,,,
India,Chandigarh,4,"Agriculture Year (Jul - Jun), 2022",male,15-59,rural,88.0,88.0,88.0,88.0,1,,,88.0,,,
India,Chandigarh,4,"Agriculture Year (Jul - Jun), 2022",male,15-59,rural + urban,81.3,81.3,81.3,81.3,1,,,81.3,,,
India,Chandigarh,4,"Agriculture Year (Jul - Jun), 2022",male,15-59,urban,81.0,81.0,81.0,81.0,1,,,81.0,,,
India,Chandigarh,4,"Agriculture Year (Jul - Jun), 2022",male,15 years and above,rural,88.9,88.9,88.9,88.9,1,,,88.9,,,
India,Chandigarh,4,"Agriculture Year (Jul - Jun), 2022",male,15 years and above,rural + urban,72.3,72.3,72.3,72.3,1,,,72.3,,,
India,Chandigarh,4,"Agriculture Year (Jul - Jun), 2022",male,15 years and above,urban,71.6,71.6,71.6,71.6,1,,,71.6,,,
India,Chandigarh,4,"Agriculture Year (Jul - Jun), 2022",male,All Ages,rural,61.6,61.6,61.6,61.6,1,,,61.6,,,
India,Chandigarh,4,"Agriculture Year (Jul - Jun), 2022",male,All Ages,rural + urban,57.9,57.9,57.9,57.9,1,,,57.9,,,
India,Chandigarh,4,"Agriculture Year (Jul - Jun), 2022",male,All Ages,urban,57.7,57.7,57.7,57.7,1,,,57.7,,,
India,Chandigarh,4,"Agriculture Year (Jul - Jun), 2022",person,15-29,rural,53.6,53.6,53.6,53.6,1,,53.6,53.6,53.6,53.6,53.6
India,Chandigarh,4,"Agriculture Year (Jul - Jun), 2022",person,15-29,rural + urban,37.0,37.0,37.0,37.0,1,,37.0,37.0,37.0,37.0,37.0
India,Chandigarh,4,"Agriculture Year (Jul - Jun), 2022",person,15-29,urban,35.7,35.7,35.7,35.7,1,,35.7,35.7,35.7,35.7,35.7
India,Chandigarh,4,"Agriculture Year (Jul - Jun), 2022",person,15-59,rural,58.1,58.1,58.1,58.1,1,,58.1,58.1,58.1,58.1,58.1
India,Chandigarh,4,"Agriculture Year (Jul - Jun), 2022",person,15-59,rural + urban,54.0,54.0,54.0,54.0,1,,54.0,54.0,54.0,54.0,54.0
India,Chandigarh,4,"Agriculture Year (Jul - Jun), 2022",person,15-59,urban,53.8,53.8,53.8,53.8,1,,53.8,53.8,53.8,53.8,53.8
India,Chandigarh,4,"Agriculture Year (Jul - Jun), 2022",person,15 years and above,rural,59.0,59.0,59.0,59.0,1,,59.0,59.0,59.0,59.0,59.0
India,Chandigarh,4,"Agriculture Year (Jul - Jun), 2022",person,15 years and above,rural + urban,47.5,47.5,47.5,47.5,1,,47.5,47.5,47.5,47.5,47.5
India,Chandigarh,4,"Agriculture Year (Jul - Jun), 2022",person,15 years and above,urban,46.9,46.9,46.9,46.9,1,,46.9,46.9,46.9,46.9,46.9
India,Chandigarh,4,"Agriculture Year (Jul - Jun), 2022",person,All Ages,rural,42.5,42.5,42.5,42.5,1,,42.5,42.5,42.5,42.5,42.5
India,Chandigarh,4,"Agriculture Year (Jul - Jun), 2022",person,All Ages,rural + urban,38.2,38.2,38.2,38.2,1,,38.2,38.2,38.2,38.2,38.2
India,Chandigarh,4,"Agriculture Year (Jul - Jun), 2022",person,All Ages,urban,38.0,38.0,38.0,38.0,1,,38.0,38.0,38.0,38.0,38.0
India,Chandigarh,4,"Agriculture Year (Jul - Jun), 2023",female,15-29,rural,,,,,0,,,,,,
India,Chandigarh,4,"Agriculture Year (Jul - Jun), 2023",female,15-29,rural + urban,34.1,34.1,34.1,34.1,1,,,34.1,,,
India,Chandigarh,4,"Agriculture Year (Jul - Jun), 2023",female,15-29,urban,34.1,34.1,34.1,34.1,1,,,34.1,,,
India,Chandigarh,4,"Agriculture Year (Jul - Jun), 2023",female,15-59,rural,,,,,0,,,,,,
India,Chandigarh,4,"Agriculture Year (Jul - Jun), 2023",female,15-59,rural + urban,36.4,36.4,36.4,36.4,1,,,36.4,,,
India,Chandigarh,4,"Agriculture Year (Jul - Jun), 2023",female,15-59,urban,36.4,36.4,36.4,36.4,1,,,36.4,,,
India,Chandigarh,4,"Agriculture Year (Jul - Jun), 2023",female,15 years and above,rural,,,,,0,,,,,,
India,Chandigarh,4,"Agriculture Year (Jul - Jun), 2023",female,15 years and above,rural + urban,31.0,31.0,31.0,31.0,1,,,31.0,,,
India,Chandigarh,4,"Agriculture Year (Jul - Jun), 2023",female,15 years and above,urban,31.0,31.0,31.0,31.0,1,,,31.0,,,
India,Chandigarh,4,"Agriculture Year (Jul - Jun), 2023",female,All Ages,rural,,,,,0,,,,,,
India,Chandigarh,4,"Agriculture Year (Jul - Jun), 2023",female,All Ages,rural + urban,25.0,25.0,25.0,25.0,1,,,25.0,,,
India,Chandigarh,4,"Agriculture Year (Jul - Jun), 2023",female,All Ages,urban,25.0,25.0,25.0,25.0,1,,,25.0,,,
India,Chandigarh,4,"Agriculture Year (Jul - Jun), 2023",male,15-29,rural,,,,,0,,,,,,
India,Chandigarh,4,"Agriculture Year (Jul - Jun), 2023",male,15-29,rural + urban,65.3,65.3,65.3,65.3,1,,,65.3,,,
India,Chandigarh,4,"Agriculture Year (Jul - Jun), 2023",male,15-29,urban,65.3,65.3,65.3,65.3,1,,,65.3,,,
India,Chandigarh,4,"Agriculture Year (Jul - Jun), 2023",male,15-59,rural + urban,86.2,86.2,86.2,86.2,1,,,86.2,,,
India,Chandigarh,4,"Agriculture Year (Jul - Jun), 2023",male,15-59,urban,86.2,86.2,86.2,86.2,1,,,86.2,,,
India,Chandigarh,4,"Agriculture Year (Jul - Jun), 2023",male,15 years and above,rural,,,,,0,,,,,,
India,Chandigarh,4,"Agriculture Year (Jul - Jun), 2023",male,15 years and above,rural + urban,76.9,76.9,76.9,76.9,1,,,76.9,,,
India,Chandigarh,4,"Agriculture Year (Jul - Jun), 2023",male,15 years and above,urban,76.9,76.9,76.9,76.9,1,,,76.9,,,
India,Chandigarh,4,"Agriculture Year (Jul - Jun), 2023",male,All Ages,rural,,,,,0,,,,,,
India,Chandigarh,4,"Agriculture Year (Jul - Jun), 2023",male,All Ages,rural + urban,60.1,60.1,60.1,60.1,1,,,60.1,,,
India,Chandigarh,4,"Agriculture Year (Jul - Jun), 2023",male,All Ages,urban,60.1,60.1,60.1,60.1,1,,,60.1,,,
India,Chandigarh,4,"Agriculture Year (Jul - Jun), 2023",person,15-29,rural,,,,,0,,,,,,
India,Chandigarh,4,"Agriculture Year (Jul - Jun), 2023",person,15-29,rural + urban,50.0,50.0,50.0,50.0,1,,50.0,50.0,50.0,50.0,50.0
India,Chandigarh,4,"Agriculture Year (Jul - Jun), 2023",person,15-29,urban,50.0,50.0,50.0,50.0,1,,50.0,50.0,50.0,50.0,50.0
India,Chandigarh,4,"Agriculture Year (Jul - Jun), 2023",person,15-59,rural,,,,,0,,,,,,
India,Chandigarh,4,"Agriculture Year (Jul - Jun), 2023",person,15-59,rural + urban,62.4,62.4,62.4,62.4,1,,62.4,62.4,62.4,62.4,62.4
India,Chandigarh,4,"Agriculture Year (Jul - Jun), 2023",person,15-59,urban,62.4,62.4,62.4,62.4,1,,62.4,62.4,62.4,62.4,62.4
India,Chandigarh,4,"Agriculture Year (Jul - Jun), 2023",person,15 years and above,rural,,,,,0,,,,,,
India,Chandigarh,4,"Agriculture Year (Jul - Jun), 2023",person,15 years and above,rural + urban,54.7,54.7,54.7,54.7,1,,54.7,54.7,54.7,54.7,54.7
India,Chandigarh,4,"Agriculture Year (Jul - Jun), 2023",person,15 years and above,urban,54.7,54.7,54.7,54.7,1,,54.7,54.7,54.7,54.7,54.7
India,Chandigarh,4,"Agriculture Year (Jul - Jun), 2023",person,All Ages,rural,,,,,0,,,,,,
India,Haryana,6,"Agriculture Year (Jul - Jun), 2017",male,15-59,rural,78.9,78.9,78.9,78.9,1,,,78.9,,,
India,Chandigarh,4,"Agriculture Year (Jul - Jun), 2023",person,All Ages,rural + urban,43.5,43.5,43.5,43.5,1,,43.5,43.5,43.5,43.5,43.5
India,Chandigarh,4,"Agriculture Year (Jul - Jun), 2023",person,All Ages,urban,43.5,43.5,43.5,43.5,1,,43.5,43.5,43.5,43.5,43.5
India,Uttarakhand,5,"Agriculture Year (Jul - Jun), 2017",female,15-29,rural,12.2,12.2,12.2,12.2,1,,,12.2,,,
India,Uttarakhand,5,"Agriculture Year (Jul - Jun), 2017",female,15-29,rural + urban,12.6,12.6,12.6,12.6,1,,,12.6,,,
India,Uttarakhand,5,"Agriculture Year (Jul - Jun), 2017",female,15-29,urban,13.5,13.5,13.5,13.5,1,,,13.5,,,
India,Uttarakhand,5,"Agriculture Year (Jul - Jun), 2017",female,15-59,rural,22.3,22.3,22.3,22.3,1,,,22.3,,,
India,Uttarakhand,5,"Agriculture Year (Jul - Jun), 2017",female,15-59,rural + urban,19.8,19.8,19.8,19.8,1,,,19.8,,,
India,Uttarakhand,5,"Agriculture Year (Jul - Jun), 2017",female,15-59,urban,13.8,13.8,13.8,13.8,1,,,13.8,,,
