Country,State,State LGD code,Year,Normal tax payers_avg,Normal tax payers_max,Normal tax payers_min,Normal tax payers_sum,Normal tax payers_count,Normal tax payers_stddev,Normal tax payers_LandAreaWeight,Normal tax payers_TotalPopulationWeight,Normal tax payers_NumberOfHouseholdsWeight,Normal tax payers_TotalPopulationMaleWeight,Normal tax payers_TotalPopulationFemaleWeight,Composition tax payers_avg,Composition tax payers_max,Composition tax payers_min,Composition tax payers_sum,Composition tax payers_count,Composition tax payers_stddev,Composition tax payers_LandAreaWeight,Composition tax payers_TotalPopulationWeight,Composition tax payers_NumberOfHouseholdsWeight,Composition tax payers_TotalPopulationMaleWeight,Composition tax payers_TotalPopulationFemaleWeight,Input service distributor_avg,Input service distributor_max,Input service distributor_min,Input service distributor_sum,Input service distributor_count,Input service distributor_stddev,Input service distributor_LandAreaWeight,Input service distributor_TotalPopulationWeight,Input service distributor_NumberOfHouseholdsWeight,Input service distributor_TotalPopulationMaleWeight,Input service distributor_TotalPopulationFemaleWeight,Casual tax payers_avg,Casual tax payers_max,Casual tax payers_min,Casual tax payers_sum,Casual tax payers_count,Casual tax payers_stddev,Casual tax payers_LandAreaWeight,Casual tax payers_TotalPopulationWeight,Casual tax payers_NumberOfHouseholdsWeight,Casual tax payers_TotalPopulationMaleWeight,Casual tax payers_TotalPopulationFemaleWeight,Tax collected at source_avg,Tax collected at source_max,Tax collected at source_min,Tax collected at source_sum,Tax collected at source_count,Tax collected at source_stddev,Tax collected at source_LandAreaWeight,Tax collected at source_TotalPopulationWeight,Tax collected at source_NumberOfHouseholdsWeight,Tax collected at source_TotalPopulationMaleWeight,Tax collected at source_TotalPopulationFemaleWeight,Tax deducted at source_avg,Tax deducted at source_max,Tax deducted at source_min,Tax deducted at source_sum,Tax deducted at source_count,Tax deducted at source_stddev,Tax deducted at source_LandAreaWeight,Tax deducted at source_TotalPopulationWeight,Tax deducted at source_NumberOfHouseholdsWeight,Tax deducted at source_TotalPopulationMaleWeight,Tax deducted at source_TotalPopulationFemaleWeight,Non resident taxpayers_avg,Non resident taxpayers_max,Non resident taxpayers_min,Non resident taxpayers_sum,Non resident taxpayers_count,Non resident taxpayers_stddev,Non resident taxpayers_LandAreaWeight,Non resident taxpayers_TotalPopulationWeight,Non resident taxpayers_NumberOfHouseholdsWeight,Non resident taxpayers_TotalPopulationMaleWeight,Non resident taxpayers_TotalPopulationFemaleWeight,Online information and database access or retrieval services from a place outside india to a non-taxable online recipient_avg,Online information and database access or retrieval services from a place outside india to a non-taxable online recipient_max,Online information and database access or retrieval services from a place outside india to a non-taxable online recipient_min,Online information and database access or retrieval services from a place outside india to a non-taxable online recipient_sum,Online information and database access or retrieval services from a place outside india to a non-taxable online recipient_count,Online information and database access or retrieval services from a place outside india to a non-taxable online recipient_stddev,Online information and database access or retrieval services from a place outside india to a non-taxable online recipient_LandAreaWeight,Online information and database access or retrieval services from a place outside india to a non-taxable online recipient_TotalPopulationWeight,Online information and database access or retrieval services from a place outside india to a non-taxable online recipient_NumberOfHouseholdsWeight,Online information and database access or retrieval services from a place outside india to a non-taxable online recipient_TotalPopulationMaleWeight,Online information and database access or retrieval services from a place outside india to a non-taxable online recipient_TotalPopulationFemaleWeight,Unique identification number (uin) holders_avg,Unique identification number (uin) holders_max,Unique identification number (uin) holders_min,Unique identification number (uin) holders_sum,Unique identification number (uin) holders_count,Unique identification number (uin) holders_stddev,Unique identification number (uin) holders_LandAreaWeight,Unique identification number (uin) holders_TotalPopulationWeight,Unique identification number (uin) holders_NumberOfHouseholdsWeight,Unique identification number (uin) holders_TotalPopulationMaleWeight,Unique identification number (uin) holders_TotalPopulationFemaleWeight
India,Andhra Pradesh,28,"Financial Year (Apr - Mar), 2022",303295.0,303295.0,303295.0,303295.0,1,,303295.0,303295.0,303295.0,303295.0,303295.0,110858.0,110858.0,110858.0,110858.0,1,,110858.0,110858.0,110858.0,110858.0,110858.0,53.0,53.0,53.0,53.0,1,,53.0,53.0,53.0,53.0,53.0,81.0,81.0,81.0,81.0,1,,81.0,81.0,81.0,81.0,81.0,473.0,473.0,473.0,473.0,1,,473.0,473.0,473.0,473.0,473.0,3167.0,3167.0,3167.0,3167.0,1,,3167.0,3167.0,3167.0,3167.0,3167.0,0.0,0.0,0.0,0.0,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,,0.0,0.0,0.0,0.0,0.0,292.0,292.0,292.0,292.0,1,,292.0,292.0,292.0,292.0,292.0
India,Karnataka,29,"Financial Year (Apr - Mar), 2022",857399.0,857399.0,857399.0,857399.0,1,,857399.0,857399.0,857399.0,857399.0,857399.0,111240.0,111240.0,111240.0,111240.0,1,,111240.0,111240.0,111240.0,111240.0,111240.0,465.0,465.0,465.0,465.0,1,,465.0,465.0,465.0,465.0,465.0,198.0,198.0,198.0,198.0,1,,198.0,198.0,198.0,198.0,198.0,1336.0,1336.0,1336.0,1336.0,1,,1336.0,1336.0,1336.0,1336.0,1336.0,17543.0,17543.0,17543.0,17543.0,1,,17543.0,17543.0,17543.0,17543.0,17543.0,0.0,0.0,0.0,0.0,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,,0.0,0.0,0.0,0.0,0.0,84.0,84.0,84.0,84.0,1,,84.0,84.0,84.0,84.0,84.0
India,Goa,30,"Financial Year (Apr - Mar), 2022",38239.0,38239.0,38239.0,38239.0,1,,38239.0,38239.0,38239.0,38239.0,38239.0,5161.0,5161.0,5161.0,5161.0,1,,5161.0,5161.0,5161.0,5161.0,5161.0,77.0,77.0,77.0,77.0,1,,77.0,77.0,77.0,77.0,77.0,17.0,17.0,17.0,17.0,1,,17.0,17.0,17.0,17.0,17.0,208.0,208.0,208.0,208.0,1,,208.0,208.0,208.0,208.0,208.0,734.0,734.0,734.0,734.0,1,,734.0,734.0,734.0,734.0,734.0,0.0,0.0,0.0,0.0,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,,0.0,0.0,0.0,0.0,0.0,13.0,13.0,13.0,13.0,1,,13.0,13.0,13.0,13.0,13.0
India,Lakshadweep,31,"Financial Year (Apr - Mar), 2022",228.0,228.0,228.0,228.0,1,,228.0,228.0,228.0,228.0,228.0,21.0,21.0,21.0,21.0,1,,21.0,21.0,21.0,21.0,21.0,0.0,0.0,0.0,0.0,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,,0.0,0.0,0.0,0.0,0.0,58.0,58.0,58.0,58.0,1,,58.0,58.0,58.0,58.0,58.0,29.0,29.0,29.0,29.0,1,,29.0,29.0,29.0,29.0,29.0,0.0,0.0,0.0,0.0,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,,0.0,0.0,0.0,0.0,0.0
India,Kerala,32,"Financial Year (Apr - Mar), 2022",341278.0,341278.0,341278.0,341278.0,1,,341278.0,341278.0,341278.0,341278.0,341278.0,51354.0,51354.0,51354.0,51354.0,1,,51354.0,51354.0,51354.0,51354.0,51354.0,91.0,91.0,91.0,91.0,1,,91.0,91.0,91.0,91.0,91.0,21.0,21.0,21.0,21.0,1,,21.0,21.0,21.0,21.0,21.0,761.0,761.0,761.0,761.0,1,,761.0,761.0,761.0,761.0,761.0,7361.0,7361.0,7361.0,7361.0,1,,7361.0,7361.0,7361.0,7361.0,7361.0,2.0,2.0,2.0,2.0,1,,2.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,1,,0.0,0.0,0.0,0.0,0.0,35.0,35.0,35.0,35.0,1,,35.0,35.0,35.0,35.0,35.0
India,Tamil Nadu,33,"Financial Year (Apr - Mar), 2022",1007706.0,1007706.0,1007706.0,1007706.0,1,,1007706.0,1007706.0,1007706.0,1007706.0,1007706.0,71667.0,71667.0,71667.0,71667.0,1,,71667.0,71667.0,71667.0,71667.0,71667.0,506.0,506.0,506.0,506.0,1,,506.0,506.0,506.0,506.0,506.0,70.0,70.0,70.0,70.0,1,,70.0,70.0,70.0,70.0,70.0,1134.0,1134.0,1134.0,1134.0,1,,1134.0,1134.0,1134.0,1134.0,1134.0,12877.0,12877.0,12877.0,12877.0,1,,12877.0,12877.0,12877.0,12877.0,12877.0,1.0,1.0,1.0,1.0,1,,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1,,0.0,0.0,0.0,0.0,0.0,121.0,121.0,121.0,121.0,1,,121.0,121.0,121.0,121.0,121.0
India,Puducherry,34,"Financial Year (Apr - Mar), 2022",20581.0,20581.0,20581.0,20581.0,1,,20581.0,20581.0,20581.0,20581.0,20581.0,2467.0,2467.0,2467.0,2467.0,1,,2467.0,2467.0,2467.0,2467.0,2467.0,8.0,8.0,8.0,8.0,1,,8.0,8.0,8.0,8.0,8.0,1.0,1.0,1.0,1.0,1,,1.0,1.0,1.0,1.0,1.0,159.0,159.0,159.0,159.0,1,,159.0,159.0,159.0,159.0,159.0,363.0,363.0,363.0,363.0,1,,363.0,363.0,363.0,363.0,363.0,0.0,0.0,0.0,0.0,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,3.0,1,,3.0,3.0,3.0,3.0,3.0
India,Andaman And Nicobar Islands,35,"Financial Year (Apr - Mar), 2022",4243.0,4243.0,4243.0,4243.0,1,,4243.0,4243.0,4243.0,4243.0,4243.0,810.0,810.0,810.0,810.0,1,,810.0,810.0,810.0,810.0,810.0,4.0,4.0,4.0,4.0,1,,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,1,,0.0,0.0,0.0,0.0,0.0,72.0,72.0,72.0,72.0,1,,72.0,72.0,72.0,72.0,72.0,322.0,322.0,322.0,322.0,1,,322.0,322.0,322.0,322.0,322.0,0.0,0.0,0.0,0.0,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,,0.0,0.0,0.0,0.0,0.0
India,Telangana,36,"Financial Year (Apr - Mar), 2022",423698.0,423698.0,423698.0,423698.0,1,,423698.0,423698.0,423698.0,423698.0,423698.0,61061.0,61061.0,61061.0,61061.0,1,,61061.0,61061.0,61061.0,61061.0,61061.0,349.0,349.0,349.0,349.0,1,,349.0,349.0,349.0,349.0,349.0,162.0,162.0,162.0,162.0,1,,162.0,162.0,162.0,162.0,162.0,667.0,667.0,667.0,667.0,1,,667.0,667.0,667.0,667.0,667.0,21683.0,21683.0,21683.0,21683.0,1,,21683.0,21683.0,21683.0,21683.0,21683.0,3.0,3.0,3.0,3.0,1,,3.0,3.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,1,,0.0,0.0,0.0,0.0,0.0,57.0,57.0,57.0,57.0,1,,57.0,57.0,57.0,57.0,57.0
India,Ladakh,37,"Financial Year (Apr - Mar), 2022",6023.0,6023.0,6023.0,6023.0,1,,6023.0,6023.0,6023.0,6023.0,6023.0,576.0,576.0,576.0,576.0,1,,576.0,576.0,576.0,576.0,576.0,1.0,1.0,1.0,1.0,1,,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1,,0.0,0.0,0.0,0.0,0.0,34.0,34.0,34.0,34.0,1,,34.0,34.0,34.0,34.0,34.0,350.0,350.0,350.0,350.0,1,,350.0,350.0,350.0,350.0,350.0,0.0,0.0,0.0,0.0,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,,0.0,0.0,0.0,0.0,0.0
India,The Dadra And Nagar Haveli And Daman And Diu,38,"Financial Year (Apr - Mar), 2022",14743.0,14743.0,14743.0,14743.0,1,,14743.0,14743.0,14743.0,14743.0,14743.0,625.0,625.0,625.0,625.0,1,,625.0,625.0,625.0,625.0,625.0,4.0,4.0,4.0,4.0,1,,4.0,4.0,4.0,4.0,4.0,2.0,2.0,2.0,2.0,1,,2.0,2.0,2.0,2.0,2.0,147.0,147.0,147.0,147.0,1,,147.0,147.0,147.0,147.0,147.0,259.0,259.0,259.0,259.0,1,,259.0,259.0,259.0,259.0,259.0,0.0,0.0,0.0,0.0,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1,,1.0,1.0,1.0,1.0,1.0
